node1,node2,length,startLon,startLat,endLon,endLat,endNodeL,startNodeL,startYear,endYear,greatCircleDist_km
501,502,2.1945628937306,-73.7972974934222,40.9432775779508,-73.5467241058943,40.5800003050444,2.1945628937306,0,1999,2001.19456289373,45.6280027459854
502,503,7.47228848320169,-73.5467241058943,40.5800003050444,-73.6506382085161,40.4906199173188,9.66685137693229,2.1945628937306,2001.19456289373,2008.66685137693,13.2778845798619
502,504,8.91242559457205,-73.5467241058943,40.5800003050444,-73.8763948759592,40.7764260312721,11.1069884883027,2.1945628937306,2001.19456289373,2010.1069884883,35.3952188381863
503,505,4.21189063552412,-73.6506382085161,40.4906199173188,-73.5683082582714,40.5371189374173,13.8787420124564,9.66685137693229,2008.66685137693,2012.87874201246,8.68027946928922
504,506,3.68554435366303,-73.8763948759592,40.7764260312721,-73.9221709080686,41.4066149776261,14.7925328419657,11.1069884883027,2010.1069884883,2013.79253284197,70.2601185074454
501,507,15.3287501525245,-73.7972974934222,40.9432775779508,-73.7366837620414,41.5477368974217,15.3287501525245,0,1999,2014.32875015252,67.4817433068503
505,508,1.47672116404269,-73.5683082582714,40.5371189374173,-73.5491360305454,40.4723978182247,15.3554631764991,13.8787420124564,2012.87874201246,2014.3554631765,7.38550692201857
507,509,0.378637360719917,-73.7366837620414,41.5477368974217,-73.7435527673642,41.4732787018547,15.7073875132444,15.3287501525245,2014.32875015252,2014.70738751324,8.30873007245765
504,510,4.85457367806901,-73.8763948759592,40.7764260312721,-73.9575052194992,40.8761173342357,15.9615621663717,11.1069884883027,2010.1069884883,2014.96156216637,13.0326661713558
510,511,0.0241392541901943,-73.9575052194992,40.8761173342357,-73.9980441061475,40.8624411256269,15.9857014205619,15.9615621663717,2014.96156216637,2014.98570142056,3.73691816535051
511,512,0.612692216161111,-73.9980441061475,40.8624411256269,-73.8398955971356,40.9782231132123,16.598393636723,15.9857014205619,2014.98570142056,2015.59839363672,18.523229092901
503,513,7.1455947439973,-73.6506382085161,40.4906199173188,-72.9783261058429,40.474086404601,16.8124461209296,9.66685137693229,2008.66685137693,2015.81244612093,56.9566948183654
513,514,0.0771187478935439,-72.9783261058429,40.474086404601,-72.8825224969049,40.4741604161267,16.8895648688231,16.8124461209296,2015.81244612093,2015.88956486882,8.11303468648168
505,515,3.04266139454885,-73.5683082582714,40.5371189374173,-73.4731919922423,40.2635918294212,16.9214034070053,13.8787420124564,2012.87874201246,2015.92140340701,31.4996937186844
510,516,1.03016312973866,-73.9575052194992,40.8761173342357,-73.7886335935509,40.591614413055,16.9917252961103,15.9615621663717,2014.96156216637,2015.99172529611,34.7280772912103
509,517,1.37475749615823,-73.7435527673642,41.4732787018547,-73.4594200797381,41.2518989893785,17.0821450094027,15.7073875132444,2014.70738751324,2016.0821450094,34.2193531282914
514,518,0.208559034566309,-72.8825224969049,40.4741604161267,-72.7725002649551,40.5685680755056,17.0981239033894,16.8895648688231,2015.88956486882,2016.09812390339,14.0407599851033
515,519,0.212170923392649,-73.4731919922423,40.2635918294212,-73.5504315567764,40.229609978704,17.1335743303979,16.9214034070053,2015.92140340701,2016.1335743304,7.57527886462354
516,520,0.17898923712515,-73.7886335935509,40.591614413055,-73.7937974528339,40.5736752885041,17.1707145332355,16.9917252961103,2015.99172529611,2016.17071453324,2.0442185496806
515,521,0.299076376784529,-73.4731919922423,40.2635918294212,-73.3932573782716,40.3638917420952,17.2204797837898,16.9214034070053,2015.92140340701,2016.22047978379,13.0657986036793
521,522,0.00819047921200242,-73.3932573782716,40.3638917420952,-73.3817600316905,40.3511359732878,17.2286702630018,17.2204797837898,2016.22047978379,2016.228670263,1.72270998906025
520,524,0.160423828683948,-73.7937974528339,40.5736752885041,-73.8064221093214,40.5043028154195,17.3311383619194,17.1707145332355,2016.17071453324,2016.33113836192,7.79632018085224
